stop_sequence,from_id,to_id,status,line,type,day,part_of_the_day,delay
7.0,155,44,departed,Raritan Valley,NJ Transit,Tuesday,evening,1
8.0,87,136,departed,Morristown Line,NJ Transit,Tuesday,evening,1
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
2.0,74,73,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,145,136,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,99,17,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
12.0,119,139,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,20,96,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
5.0,43599,46,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
1.0,35,35,departed,Morristown Line,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Morristown Line,NJ Transit,Tuesday,evening,0
13.0,104,99,estimated,Gladstone Branch,NJ Transit,Tuesday,evening,0
6.0,59,37169,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,38187,105,estimated,Montclair-Boonton,NJ Transit,Tuesday,evening,0
9.0,116,58,departed,Main Line,NJ Transit,Tuesday,evening,0
5.0,64,151,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
6.0,112,61,departed,Morristown Line,NJ Transit,Tuesday,evening,1
6.0,61,112,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,84,38,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
10.0,86,113,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
7.0,120,102,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
6.0,21,24,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
16.0,117,49,estimated,Gladstone Branch,NJ Transit,Tuesday,evening,1
11.0,73,74,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,148,148,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
12.0,89,38081,estimated,Montclair-Boonton,NJ Transit,Tuesday,evening,1
2.0,63,38174,departed,Main Line,NJ Transit,Tuesday,evening,0
8.0,85,130,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,152,153,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
11.0,41,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
16.0,90,118,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
4.0,58,116,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,139,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,121,43599,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
1.0,105,105,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
6.0,46,121,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
14.0,136,87,departed,Morristown Line,NJ Transit,Tuesday,evening,1
7.0,61,97,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,57,135,departed,Main Line,NJ Transit,Tuesday,evening,1
7.0,37169,59,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
12.0,76,12,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,111,42,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
8.0,17,48,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
3.0,38174,38417,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
3.0,73,130,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
7.0,112,23,departed,Morristown Line,NJ Transit,Tuesday,evening,0
1.0,54,54,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,125,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
11.0,92,91,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,91,34,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
8.0,27,145,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,28,43298,departed,Atl. City Line,NJ Transit,Tuesday,evening,1
8.0,39,2,departed,Atl. City Line,NJ Transit,Tuesday,evening,1
12.0,34,35,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
9.0,154,106,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
8.0,44,102,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
10.0,58,52,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
13.0,138,129,estimated,Raritan Valley,NJ Transit,Tuesday,evening,0
8.0,38,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
4.0,107,158,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
8.0,153,150,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,37953,107,cancelled,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,125,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
8.0,102,44,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
3.0,38174,160,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
2.0,139,119,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,158,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
8.0,97,140,departed,Morristown Line,NJ Transit,Tuesday,evening,1
2.0,63,38174,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
19.0,79,122,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,1
4.0,106,154,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
9.0,130,73,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
8.0,23,37,departed,Morristown Line,NJ Transit,Tuesday,evening,0
9.0,136,145,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
5.0,145,27,departed,Morristown Line,NJ Transit,Tuesday,evening,1
7.0,24,138,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
13.0,12,18,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
3.0,38187,106,departed,Morristown Line,NJ Transit,Tuesday,evening,1
1.0,63,63,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
1.0,144,144,departed,Main Line,NJ Transit,Tuesday,evening,0
9.0,102,120,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
14.0,96,34,estimated,Montclair-Boonton,NJ Transit,Tuesday,evening,1
5.0,116,29,departed,Main Line,NJ Transit,Tuesday,evening,0
9.0,48,143,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
11.0,42,156,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
2.0,107,38105,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
17.0,118,100,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,74,74,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
9.0,127,11,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
6.0,151,3,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
3.0,38174,66,departed,Main Line,NJ Transit,Tuesday,evening,0
2.0,35,34,departed,Morristown Line,NJ Transit,Tuesday,evening,0
14.0,43599,134,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
9.0,150,89,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
13.0,38187,105,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
2.0,148,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
20.0,122,13,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,1
5.0,103,38,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
8.0,138,129,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
9.0,44,155,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
5.0,154,19,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
7.0,121,25,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
4.0,38417,144,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
9.0,140,81,departed,Morristown Line,NJ Transit,Tuesday,evening,1
11.0,52,131,departed,Main Line,NJ Transit,Tuesday,evening,0
12.0,37953,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
13.0,139,37169,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,160,146,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
12.0,156,62,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,1,1,departed,Atl. City Line,NJ Transit,Tuesday,evening,0
2.0,125,124,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
9.0,103,32906,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
5.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,0
10.0,11,158,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
2.0,144,78,departed,Main Line,NJ Transit,Tuesday,evening,0
10.0,89,38081,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
6.0,29,115,departed,Main Line,NJ Transit,Tuesday,evening,0
10.0,143,88,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
6.0,27,77,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,145,87,departed,Morristown Line,NJ Transit,Tuesday,evening,1
4.0,130,85,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,59,85,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
2.0,105,106,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,37,106,departed,Morristown Line,NJ Transit,Tuesday,evening,0
4.0,66,75,departed,Main Line,NJ Transit,Tuesday,evening,0
7.0,37169,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
3.0,38105,31,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
3.0,106,145,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
18.0,100,142,estimated,Pascack Valley,NJ Transit,Tuesday,evening,0
15.0,106,105,estimated,Morristown Line,NJ Transit,Tuesday,evening,1
6.0,19,50,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
7.0,3,128,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
10.0,107,38187,cancelled,No Jersey Coast,NJ Transit,Tuesday,evening,0
10.0,120,36,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
2.0,74,40,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
3.0,119,158,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
12.0,91,94,departed,Morristown Line,NJ Transit,Tuesday,evening,0
5.0,37953,109,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
13.0,62,159,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
7.0,115,33,departed,Main Line,NJ Transit,Tuesday,evening,0
6.0,32906,125,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
2.0,105,38187,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
12.0,131,64,departed,Main Line,NJ Transit,Tuesday,evening,0
3.0,78,38417,departed,Main Line,NJ Transit,Tuesday,evening,0
11.0,88,76,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
8.0,25,126,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
14.0,18,45,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,81,87,departed,Morristown Line,NJ Transit,Tuesday,evening,1
14.0,37169,59,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
5.0,146,43,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
3.0,34,91,departed,Morristown Line,NJ Transit,Tuesday,evening,0
4.0,106,23,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,87,81,departed,Morristown Line,NJ Transit,Tuesday,evening,1
5.0,158,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
13.0,94,34,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,155,32,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
6.0,38,84,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
11.0,34,35,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
2.0,54,93,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,135,26,departed,Main Line,NJ Transit,Tuesday,evening,1
3.0,38174,57,departed,Main Line,NJ Transit,Tuesday,evening,0
5.0,103,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
3.0,32905,125,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
8.0,128,38417,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
5.0,37953,83,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
9.0,129,108,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
5.0,75,33,departed,Main Line,NJ Transit,Tuesday,evening,0
7.0,50,14,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
7.0,77,30,departed,Morristown Line,NJ Transit,Tuesday,evening,1
6.0,109,41,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
6.0,43,5,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
5.0,144,137,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
1.0,105,105,departed,Morristown Line,NJ Transit,Tuesday,evening,0
13.0,64,151,estimated,Main Line,NJ Transit,Tuesday,evening,0
5.0,85,59,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,33,75,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
14.0,159,114,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
11.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,1
5.0,139,37169,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
15.0,87,106,departed,Morristown Line,NJ Transit,Tuesday,evening,0
3.0,40,4,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
15.0,134,38174,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
4.0,31,32,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
3.0,107,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
4.0,38417,128,departed,Main Line,NJ Transit,Tuesday,evening,0
11.0,87,136,departed,Morristown Line,NJ Transit,Tuesday,evening,1
11.0,158,119,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
12.0,76,12,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
4.0,145,104,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
2.0,63,106,departed,Morristown Line,NJ Transit,Tuesday,evening,0
5.0,23,112,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,73,74,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
9.0,85,130,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
11.0,38081,72,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,126,51,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
11.0,81,140,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,75,66,departed,Main Line,NJ Transit,Tuesday,evening,0
11.0,36,21,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
9.0,38417,78,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
1.0,105,105,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
6.0,33,115,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,74,74,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,91,92,departed,Morristown Line,NJ Transit,Tuesday,evening,1
4.0,4,8,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
15.0,114,90,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
5.0,32,47,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
11.0,32,31,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
3.0,93,101,departed,Morristown Line,NJ Transit,Tuesday,evening,0
15.0,45,117,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
8.0,30,92,departed,Morristown Line,NJ Transit,Tuesday,evening,1
5.0,128,3,departed,Main Line,NJ Transit,Tuesday,evening,0
8.0,14,152,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
7.0,84,83,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
15.0,59,85,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,12,18,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
5.0,104,99,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
6.0,83,84,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
7.0,5,110,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
6.0,59,37169,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
10.0,106,63,estimated,Montclair-Boonton,NJ Transit,Tuesday,evening,0
4.0,158,127,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
6.0,37953,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
6.0,37169,59,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
1.0,38081,38081,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
12.0,72,39635,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
4.0,103,32906,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
9.0,2,10,estimated,Atl. City Line,NJ Transit,Tuesday,evening,0
10.0,130,73,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
6.0,137,149,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
11.0,113,123,estimated,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
9.0,152,153,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
7.0,125,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
7.0,41,70,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
3.0,38187,107,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
10.0,78,144,estimated,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
5.0,92,30,departed,Morristown Line,NJ Transit,Tuesday,evening,1
1.0,99,99,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
16.0,90,118,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
7.0,115,29,departed,Main Line,NJ Transit,Tuesday,evening,0
12.0,140,112,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,51,131,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
16.0,117,49,estimated,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,108,157,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
14.0,34,35,departed,Morristown Line,NJ Transit,Tuesday,evening,0
5.0,8,22,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
12.0,136,145,departed,Morristown Line,NJ Transit,Tuesday,evening,1
12.0,21,24,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
6.0,47,155,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
10.0,32906,125,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
11.0,26,86,departed,Main Line,NJ Transit,Tuesday,evening,1
6.0,112,140,departed,Morristown Line,NJ Transit,Tuesday,evening,1
3.0,106,37,departed,Morristown Line,NJ Transit,Tuesday,evening,0
6.0,3,151,departed,Main Line,NJ Transit,Tuesday,evening,0
2.0,63,106,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
2.0,38081,89,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
13.0,39635,98,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
6.0,139,37169,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
12.0,31,38105,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
5.0,127,70,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,110,132,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
6.0,99,17,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,92,91,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,153,150,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
1.0,105,105,departed,Morristown Line,NJ Transit,Tuesday,evening,0
8.0,83,127,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
13.0,112,23,departed,Morristown Line,NJ Transit,Tuesday,evening,1
4.0,101,67,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,84,38,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
3.0,89,95,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
11.0,38187,105,cancelled,No Jersey Coast,NJ Transit,Tuesday,evening,0
6.0,30,77,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,70,127,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
2.0,74,73,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
4.0,37,23,departed,Morristown Line,NJ Transit,Tuesday,evening,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
6.0,22,15,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
11.0,131,64,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
2.0,63,38174,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
7.0,59,85,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,151,64,departed,Main Line,NJ Transit,Tuesday,evening,0
16.0,85,130,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,13,13,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
7.0,140,81,departed,Morristown Line,NJ Transit,Tuesday,evening,1
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
10.0,66,38174,departed,Main Line,NJ Transit,Tuesday,evening,0
12.0,119,139,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
11.0,150,95,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
1.0,63,63,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
13.0,107,105,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,0
17.0,118,100,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
4.0,95,150,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
16.0,38174,63,estimated,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
7.0,37169,59,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
3.0,106,136,departed,Morristown Line,NJ Transit,Tuesday,evening,0
2.0,105,38187,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
13.0,24,138,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
7.0,155,44,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
10.0,106,63,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,17,48,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,43298,1,estimated,Atl. City Line,NJ Transit,Tuesday,evening,1
11.0,73,74,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
14.0,18,45,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,132,111,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
5.0,23,112,departed,Morristown Line,NJ Transit,Tuesday,evening,0
4.0,125,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
7.0,107,38187,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
2.0,63,38174,departed,Pascack Valley,NJ Transit,Tuesday,evening,1
14.0,98,69,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
8.0,29,116,departed,Main Line,NJ Transit,Tuesday,evening,0
4.0,107,37953,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,57,135,departed,Main Line,NJ Transit,Tuesday,evening,0
13.0,145,27,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,64,131,departed,Main Line,NJ Transit,Tuesday,evening,0
15.0,35,39472,departed,Morristown Line,NJ Transit,Tuesday,evening,0
9.0,127,70,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
5.0,67,39472,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,77,27,departed,Morristown Line,NJ Transit,Tuesday,evening,1
12.0,95,89,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
2.0,99,145,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
11.0,157,68,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
11.0,125,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
7.0,37169,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
6.0,70,41,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
2.0,13,122,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
2.0,125,124,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
7.0,15,141,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
5.0,150,153,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
17.0,130,73,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,48,143,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
8.0,38,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
3.0,73,130,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
14.0,23,106,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,44,102,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
9.0,127,83,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
8.0,81,87,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,111,42,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
12.0,64,151,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
2.0,1,43298,departed,Atl. City Line,NJ Transit,Tuesday,evening,0
6.0,112,61,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,149,57,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
14.0,27,77,departed,Morristown Line,NJ Transit,Tuesday,evening,1
18.0,100,142,estimated,Pascack Valley,NJ Transit,Tuesday,evening,0
8.0,85,130,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
15.0,69,147,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,131,52,departed,Main Line,NJ Transit,Tuesday,evening,0
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
10.0,91,34,departed,Morristown Line,NJ Transit,Tuesday,evening,1
7.0,61,97,departed,Morristown Line,NJ Transit,Tuesday,evening,0
12.0,68,6,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
2.0,105,106,departed,Morristown Line,NJ Transit,Tuesday,evening,0
15.0,45,117,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
8.0,139,119,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
13.0,89,38081,estimated,Montclair-Boonton,NJ Transit,Tuesday,evening,0
9.0,143,88,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
12.0,86,113,estimated,Main Line,NJ Transit,Tuesday,evening,1
16.0,106,63,estimated,Morristown Line,NJ Transit,Tuesday,evening,0
8.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,0
